comment,sent,off
ഇത് മമ്മൂട്ടി ക്ക് ചേരുന്ന പടമാ ഭാഷ കൈകാര്യം ചെയ്യാൻ ലാൽ പോരാ,Negative,Not_offensive
ഇത് ഒരു പെണ്ണ് തന്നെ ആണോ direct ചെയ്യുന്നത്  polichu nivin,Positive,Not_offensive
DETAILED REVIEW - ENDING EXPLAINED,not-malayalam,not-malayalam
ഇനി ഒരു വരവ് കൂടി വരേണ്ടി വരും...,unknown_state,Not_offensive
super filim thanks rajuvetta lalettan thakarthu,Positive,Not_offensive
Trailer enn paranja padam aavoola Aa padam onnirangikotte nnit nokam Alland oru trailerum paranj padathine vilayiruthan nokanda Lalettan aan abhinayikkunnath ath orthal mathi,Positive,Not_offensive
Makkaleee ikkayude negative rolinu vendi katta waiting cheyyunnavar like adichee,unknown_state,Not_offensive
Ithu dislike adicha pookavadi makkalodu onne parayan ullu,Negative,Offensive_Untargetede
Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .,Positive,Not_offensive
New Face Of Megastar  വില്ലന്റെ ചിരി,Positive,Not_offensive
Madhuraraja 500 cr kerumenn urappullavark like cheyyanulla comment,unknown_state,Not_offensive
അർബാസ് ഖാന് ശബ്ദം കൊടുത്തത് വിനീത്‌ ആണെന്ന് തോന്നുന്നു...,unknown_state,Not_offensive
Oru rakshayum ila mass kola massss #Ettan,Positive,Not_offensive
Malayalam leady super star......athuku ungalluku thaguthiyea illea,not-malayalam,not-malayalam
sikirama itntha movie ah theater la pakanum,not-malayalam,not-malayalam
Ee Padam Kolamavukayaanengil it will be because of Peter hein,Negative,Not_offensive
మమ్మూటీ చాలా అందంగా ఉంది మరియు అతను మరిన్ని చర్యలు చేశాడు,not-malayalam,not-malayalam
Ikka polichu but Gopi ഏട്ടന്റെ bgm അത്ര പോര ..,Mixed_feelings,Not_offensive
Mavane Kola gaandu la iruken kollama vida maaten Petta reference,not-malayalam,Not_offensive
പുത്തൻ പണം 2...  2020 ലെ ആദ്യത്തെ ബോംബ് ഇക്ക ഇങ്ങെടുക്കുവാ 🤣🤣 എജ്ജാതി തീട്ടം,Negative,Offensive_Targeted_Insult_Individual
Ee onam ini arum nokkandaa ettan parayan paranju,Positive,Not_offensive
Njaan ithuvare malayala സിനിമയിൽ ഇങ്ങനെ oru trailer kandittilla,Positive,Not_offensive
കുഞ്ഞാലിക്ക് കിട്ടുന്ന ഡീഗ്രേഡിംഗ് മുഴുവൻ ഭാഷ കാരണമായിരിക്കും. പിന്നെ കരഞ്ഞിട്ടു കാര്യമില്ല. തിരുത്തിയില്ലെങ്കിൽ ആരാധകനായ ഞാൻ പോലും ഡീഗ്രേഡ് ചെയ്യും. പക്കേങ്കില് സിനിമ കാണുകയും ചെയ്യും ഉസ്മാനേ....,Negative,Not_offensive
Puram thudangan eni minutugal mathram bhakki,Positive,Not_offensive
Eth oru onnonnara padam aavum enn urappullavar like adi,Positive,Not_offensive
Super heavy  amazing  Ethil aparam onum parayan elaa,Positive,Not_offensive
ഓണം ഇ ഇട്ടിമണിയും പിള്ളേരും ഇങ് എടുക്കുവാ.,Positive,Not_offensive
Trailer muzhumikum munbu comment vaayikkan oodi vannatha.. ente ponnoo....lalettan rajuvettan istham..,Positive,Not_offensive
Puli murukan . Ithokke enth,Mixed_feelings,Not_offensive
Fight okke ok.. but dialog okke entho pora enn thonni...,Mixed_feelings,Not_offensive
Subscribe to my channel to get you all new,not-malayalam,not-malayalam
katta waiting mamangam njanum undakum November 21,Positive,Not_offensive
Adipoli..... Pakshe oru sankadam ithinte thirakatha undakkan vendi 12 varshakalam parishramicha vyakthik title credit kodukathathil mathrama.....,Mixed_feelings,Not_offensive
Pls upload Kanupapa (mohan lal) hindi dubbed,not-malayalam,not-malayalam
Oru rakshyum illatha trailer Trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm,Positive,Not_offensive
Venjaramoottil suraj inte piller ivde come on,unknown_state,Not_offensive
ന്റെ അമ്മോഎന്തോന്നിത്  ഹെഡ്സെറ്റ് വെച്ച് കേൾക്കണം 🤯🤯 വേറെ.... വേറെ  ലെവൽ ഐറ്റം ഇത് ശരിക്കും മലയാളം മൂവി ആണോ 🤔,Positive,Not_offensive
Shylock FDFS കാണാൻ തീരുമാനിച്ചവർ ഇവിടെ,unknown_state,Not_offensive
ഭാസി മച്ചാന്റെ ഡയലോഗ് കാത്തിരുന്നത് ഞാൻ മാത്രാണോ,unknown_state,Not_offensive
Namude kottayam shoot cheytha film kanan ethra ktym kare katta waiting unde??,unknown_state,Not_offensive
ഇട്ടിച്ചന്റെ വക ഒരു സാമ്പിൾ വെടിക്കെട്ട് ഓണത്തിന്  Trailer,unknown_state,Not_offensive
🥰 ikaaa.....waiting the mass....ikaaa fans likee adiii makkaleee....,Positive,Not_offensive
ഇത് ഒരു realistic movie ayirikkum annu urappullavar like,unknown_state,Not_offensive
ഇതുപോലേ ഒരു ഐറ്റം മലയാളത്തിൽ ഒന്നേ കാണു,Positive,Not_offensive
Fdfs ഉറപ്പിച്ചവർ നമ്മുടെ ചാനൽ സബ്സ്ക്രൈബ് ചെയ്യ്,unknown_state,Not_offensive
heavy ennu paranja pora.. athukkum mele...,Positive,Not_offensive
last Super man punch super..... Ikka,not-malayalam,Not_offensive
polichu kidu bgm suspense niracha kidilan trailer,Positive,Not_offensive
Jayasuryakum mass movie chakochan ennavo inji,Positive,Not_offensive
ഇത് പൊളിക്കും ഉറപ്പാ  രാജുവേട്ടൻ +സുരാജേട്ടൻ,Positive,Not_offensive
Laaleta...manjuchechi...super hit anutto ee fillm ...I like..odiyan...,Positive,Not_offensive
Suraj chettanea konde valiya shaliyam ayaloo.. eni njan ee padavum theatreil poyi kanandey....... suraj chettan uyirrr..,Positive,Not_offensive
Aro oral alla ente ettan big brother,unknown_state,Not_offensive
Andhra Pradesh die hard Mohan laal fans,not-malayalam,not-malayalam
Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗,Positive,Not_offensive
android kunjapan review on movie slot media,not-malayalam,not-malayalam
Trailer edit pora  Pazhaya cinema trailer pole thonnunn.,Negative,Not_offensive
Ningal mohanlal fan annel like adiku...,unknown_state,Not_offensive
Trending #1 എന്ന് ചാനൽ സ്വയം പ്രഖ്യാപിച്ചിരിക്കുന്നു സുഹൃത്തുക്കളെ ആഹ്ലധിപ്പിൻ,unknown_state,Not_offensive
ഇതിലെ സീന് കണ്ടപ്പോൾ ഓർമ വന്നത് ദിലീപ് പഴയ മൂവീസ് ആണ്,Mixed_feelings,Not_offensive
you guys dub in kannada we are kannadigas always support good movies,not-malayalam,not-malayalam
Dislike adikkunna kazhuthakalude mukhath adikkunnavar like,Negative,Offensive_Untargetede
ഒരു നോർമൽ മൂവി എന്ന നിലയിൽ പോയി കാണു.. ചിലപ്പോൾ ഓവർ പ്രതീക്ഷ വെറുതെ ആവും... രാക്ഷസൻ ആയി compare ചയ്യണ്ട.. ചിലപ്പോൾ അതിലും കിടു ആരിക്കും.. nywy waiting ചാക്കോച്ചാ,Positive,Not_offensive
വില്ലനെന് പറഞ്ഞിട്ട്...  ഇതെന്താ പച്ച മനുഷ്യനെ പോലെ ഇണ്ടല്ലോ ഫഹദിക്ക,unknown_state,Not_offensive
Christian Brothers part 2 aano Atoo Abrahaminte Santatikal Copy adi aano Ini igne okke pidich nikaan pattu,Negative,Not_offensive
makkale  ith hipp koodikkoootte  oru 200cr  pidikkanam,Positive,Not_offensive
mamooka ithrak pradheekshichilla love u ikka,Positive,Not_offensive
Trailer....nte ponno...oru rakshem illa katta pwli.....ikka pne parayandaallo....megastar mammootty in mamangam....katta wa8tng  haters...jst move bck,Positive,Not_offensive
ട്രയ്ലർ കിടു അപ്പൊ പടമോ ന്റെ ശിവനെ കൂറ പടം,Negative,Not_offensive
Variety aan ivande (malayalam industry) MAIN,Positive,Not_offensive
Ith fan made aavum..dialog delivery maha bore aanu..priyadarshan atleast aa kalaghattathile bhashayekkurich padikku adyam...chumma lalettante pazhi kelppikkan... ee kolathilanenkil padam edukkanda...atleast listen bus conductor movie slang..1921 movie slang etc...,Negative,Not_offensive
Mammoka  fans  indel   oru  50  hai  tha  makale,unknown_state,Not_offensive
alla ithil fahad ikka villain thannie aaanoo,unknown_state,Not_offensive
ഏറ്റവും മികച്ച നാടൻ കറികളുടെ റെസിപ്പി കാണുവാൻ ഈ ചാനൽ സബ് സെക്രബ് Cook Eat Travel by Sunil Menon,unknown_state,Not_offensive
ഇത് കിടുക്കും.... .എന്ന് ഉറപ്പ് ഉള്ളവർ,Positive,Not_offensive
Best positive vibe movie ive ever seen...,not-malayalam,not-malayalam
അക്‌ മുത്തുമണികളെസബ്‌ക്രൈബ് ചെയ്യുക വീഡിയോ ഇഷ്ടപ്പെട്ടാൽ ലൈക് അടിക്കുക കമെന്റ് ചെയ്യുക,unknown_state,Not_offensive
Padam kanditt trailer kaanan vannavar aarokkend... Kumbalangi hangover,Positive,Not_offensive
Aadyam like adikkum pinna video kanum lalettan effect,Positive,Not_offensive
mathura raja trailer kanditt vannavar parayu? Edha better?,unknown_state,Not_offensive
Pwoli sharathe track mari mamagam 🤩,Positive,Not_offensive
trailer kaanumbo oru romaanjam.. royal mech.. kidu.. :-),Positive,Not_offensive
ദൈവമേ ഇത്‌ മലയാളം പടം തന്നെ ആണോ അതോ വല്ല കൊറിയൻ പടവും ആണോ  എജ്ജാതി ഐറ്റം.ബ്രൊ,Positive,Not_offensive
ഇതെന്താ യൂട്യൂബ് ചാനൽ നടത്തുന്ന ആരെങ്കിലും ആണോ സൗണ്ട് ഡിസൈൻ ചെയ്തത്? Trailer is highly amateurish,Mixed_feelings,Not_offensive
അടിപൊളി  ഇത് തകർക്കും.  ഓണം വരെ കാത്തിരിക്കാനും റാണിയെ കാണാനും ROYAL MECH is waiting,Positive,Not_offensive
ഞങ്ങടെ സ്വാസൂന്റെ ബിഗ്‌സ്‌ക്രീനിലേക്കുള്ള ഒരു പൊൻതൂവലാവട്ടെ...  . PMJ   . All the  best മുത്തേ  ആകാംഷയോടെ കാത്തിരിക്കുന്നു....... SwasuuuuSwasuuu,Positive,Not_offensive
Ijjathi trailer uff ponnooo.... Oru raksha illaa.. Polichuu Ithavana vishu #Madhura Raja kondu pokum enn urappullar ivide thottit poo...,Positive,Not_offensive
Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam,Positive,Not_offensive
മമ്മൂക്കയുടെ വളരെ വ്യത്യസ്തവും പുതുമ ഉള്ളതുമായ വേഷം ആണ്..  മമ്മൂക്ക extra ഓർഡിനറി performance  ചിലപ്പോ ആരും വലിയ രീതിയിൽ പ്രതീക്ഷിക്കാതിരുന്ന ഈ ചിത്രം ആയിരിക്കാം മലയാളത്തിലെ എല്ലാ റെക്കോർഡുകളും കടത്തി വെട്ടുന്നത്,Positive,Not_offensive
Ravi Shammikkum Mukalil aanenna Thonunne !,Positive,Not_offensive
Ichayan fans pinne mmade ettan fansm ivde oru like idadey Ith nanjankottayile raajavu,unknown_state,Not_offensive
Best of luck laletta! From a mammooka fan,not-malayalam,not-malayalam
Romam oke eneetu ninnu salute chyum,Positive,Not_offensive
Mammokka nigalude hardworkinu nalla vijayam thane kittum,Positive,Not_offensive
@02:19 Ee scene theatril polikkum .... Lalettta :):>3,Positive,Not_offensive
Trailer undaakiyavande thandhak vilikanam. Lal eatande vila kalayalleda trailer undaakiya konaappachaare,Negative,Offensive_Untargetede
Big Brotherinu oru 2nd Trailer koodi varum ennu pradheekshikkunnavar aarokke und?,unknown_state,Not_offensive
തല്ല് കിട്ടിയാ നേർക്ക് നേരെ നിന്ന് തല്ലി തീർക്കണം അത് തൃശൂർ മാത്രല്ല ഗഡിയെ കേരളത്തിലെ കിടുക്കാച്ചി ആൺപിള്ളേരെ രീതിയാ,unknown_state,Not_offensive
Pulimurugan pole akkan ulla udesham bt release kazhinj parayam kollavo elliyo enn,Mixed_feelings,Not_offensive
ഇത് ട്രൈലെർ ആക്കാമായിരുന്നു എന്ന് തോന്നിയവർ ഇവിടെ കമോൺ,unknown_state,Not_offensive
സിനിമ കണ്ടു മഞ്ജു ചേച്ചിയുടെ അഭിനയം തകർത്തു .കഥയും കഥാപാത്രങ്ങളും വളരെ വ്യത്യസ്തം  റോഷൻ ആൻട്രൂ സാറിൻെറ വില്ലൻ കഥാപാത്രം കിടുക്കി മഞ്ജു ചേച്ചിയുടെ അഭിനയം പറയാൻ വയ്യാാാ,Positive,Not_offensive
16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane,Negative,Not_offensive
karikkele lolattenem lalettenem  eshtamullavar like adi,unknown_state,Not_offensive
Waiting... waiting... waiting... waiting.... waiting.... waiting... waiting... waiting...,not-malayalam,not-malayalam
മസ്സാണ് മനസുമാണ് എല്ലാം ആണ് love u ഏട്ടാ ..,Positive,Not_offensive
(Trailer )5manikur 3Lakhs views 30Cr budget  laalunnis (Teaser)Shylock mass 5manikur 6Lakhs views 25Cr budget Megastar,Negative,not-malayalam
Lalettante Adutha  100 Kodi ithayirikkumodiyan  enthaaa sheriyalle,unknown_state,Not_offensive
Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka,Positive,Not_offensive
Trailer kandit padan.. as usual telugu filim  pole thane..,Mixed_feelings,Not_offensive
onathine erekum ennu paranju kulam ayyi lle. ethe epolla enni ereka???wait cheyuthu maduthu,Negative,Not_offensive
Ente ponne....... Ejjathi item. Mass pakka mass.,Positive,Not_offensive
ഈ ട്രെയിലറിൽ മഞ്ജു ചേച്ചിയുടെ അഭിനയം വളരെ ക്യൂരിയോസിറ്റി ഉണ്ടാക്കുന്നു.... ഈ ഫിലിമിൽ പ്രവർത്തിച്ച എല്ലാവർക്കും പ്രത്യേകിച്ച് മഞ്ജു ചേച്ചിക്ക് എൻറെ എല്ലാവിധ ആശംസകളും....,Positive,Not_offensive
سوبر    ممتاز  رائع,not-malayalam,not-malayalam
Lalleettan faans aa like button adichu pottichekku ...,unknown_state,Not_offensive
Ikkas padakkam number 04 of 2018 loading,Negative,Not_offensive
Lalettane oru shikandi ayi thonnunath enikk mathramano??,Negative,Offensive_Targeted_Insult_Individual
കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു.. കാത്തിരിക്കുന്നു  കാത്തിരിക്കുന്നു..ഈ സിനിമ കാണാൻ കാത്തിരിക്കുന്നു .,Positive,Not_offensive
Shwaasam adakki pidich trailer kandavar adik like,Positive,Not_offensive
Nalla oombiya trailer.. Mammootty kilavane kayaril ketti pokkunnathu kanan ente patti pokum...,Negative,Offensive_Targeted_Insult_Individual
ട്രൈലർ കണ്ടപ്പോൾ രാക്ഷസൻ ആണ് ഓർമ വന്നത്,Mixed_feelings,Not_offensive
Kalakkan kidu marana mass mammukka pwolikyum,Positive,Not_offensive
Madhura raja theater poyi kandavar like adiche,unknown_state,Not_offensive
Spadikam thott ullata ee amma makan combo,Positive,Not_offensive
Teaser കണ്ടവർ തന്നെ വീണ്ടും വീണ്ടും കാണുന്നവർ അടിമക്കളെ ലൈക്‌....   ഇക്കാ ഉയിർ,Positive,Not_offensive
Laletta Raju Etta all the best,Positive,Not_offensive
മഞ്ജു ചേച്ചിയെ ഇഷ്ടമുള്ള  ലാലേട്ടൻ ഫാൻസ്‌ വായോ,Positive,Not_offensive
ഇങ്ങേരു ഇതെന്തോന്ന് ഗ്ലാമർ..മുഖത്തിന്ന് കണ്ണെടുക്കാൻ തോന്നുന്നില്ല...ഏട്ടാ ട്രൈലെർ അടിപൊളി..അത് പോലെ പടവും ഓണത്തിന് അടിച്ചു പൊളിക്കണം..,Positive,Not_offensive
ഏതോ bollywood ആക്ഷൻ മൂവി ടെ ട്രൈലെർ ആവും കരുതി താഴേക്കു scrol ചെയ്യാൻ പോയതാ പെട്ടന്നാണ് ഒരു പേര് ശ്രദ്ധിച്ചത്    Abrid shine,Positive,Not_offensive
U Royal mech   polikittaaaa,Positive,Not_offensive
I'm from Karnataka can't understand Malayalam but trailer was amazing,not-malayalam,not-malayalam
ആനന്ദം 25 കോടി ക്ലബ്ബിൽ കേറിയെങ്കിൽ  #ക്വീൻ ഒരു 30+ മുകളിൽ കേറും.....കാരണം ഈ സിനിമ മെക്കാനിക്കൽ പിള്ളേരെ ഏറ്റുഎടുത്തു,Positive,Not_offensive
Trailer cutting kidu... Editorkk oru kuthira pavan...,Positive,Not_offensive
Etinum valiya surprise enni njngallu kittan ella,Positive,Not_offensive
padipicha sir/ miss ine vayinokkiyittullavarkk like cheyyan suvarnavasaram,unknown_state,Not_offensive
I can't even understand single word..Vivek Oberoi Bollywood m be jyada kaam karna chahiye.,not-malayalam,not-malayalam
Thrissur pooram trailer hidden details.,unknown_state,Not_offensive
All India Dileepettan fans Like here,not-malayalam,not-malayalam
Mone romanjam enn parannal ithokke aaan......🤓....Mass venam enn parannavarude annakkilekk.....Ikkaaaaa,Positive,Not_offensive
E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum,Mixed_feelings,Not_offensive
Poli.... Ikkakk 20 yrs age kurangath pole... Enna looka,Positive,Not_offensive
2  nadimarod maathre njan ithra fan aayittullu.. 1. manju chechi 2. sunny chechi,Positive,Not_offensive
pirates of caribian Alle etu atanta angana,unknown_state,Not_offensive
Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen,Positive,Not_offensive
Ikka fans mathralla like adikkanae nammal ettan fansum like adikkum pwoli trailer,Positive,Not_offensive
Anna bente frnd ayitt abinayikunath midukiyil undayirunna bonny anoo,unknown_state,Not_offensive
Daily viewers like here,not-malayalam,not-malayalam
Abudabi delma malil vannavar like adiku,unknown_state,Not_offensive
Shylock Vs big brother  ഷൈലോക്ക് കപ് കൊണ്ട് പോകും എന്ന് ഉറപ്പുള്ളവർ ലൈക് അടിക്കു,unknown_state,Not_offensive
പടം ഹിറ്റ്‌ ആവട്ടെ wishes from ലാലേട്ടൻ ഫാൻസ്‌,Positive,Not_offensive
E padam polikkum annu thonunnavar like adikku,unknown_state,Not_offensive
TRAILER KIDU,Positive,not-malayalam
ഇവിടെ കൂടുതലും മമ്മൂട്ടി ഫാൻസ് ആണെന്ന് തോന്നിയത് എനിക്ക് മാത്രം ആണോ 🤔,unknown_state,Not_offensive
Malayala industry അല്ല ഇന്ത്യൻ ഫിലിം ഇൻഡസ്ട്രിയൽ തന്നേ ഇനിം അങ്ങോട്ട്‌ പോളക്കും,Positive,Not_offensive
ഷവര്മയുടെ ടേസ്റ്റ് ഇഷ്ടമുള്ളവർ തീർച്ചയായും ഇതും ഇഷ്ടപ്പെടും ഒന്നു കണ്ടു നോക്കു,unknown_state,Not_offensive
Padam kandit trailer kaanumbol kittuna feel entammooooo,Positive,Not_offensive
Ith oru hit aavum ennullavar like,unknown_state,Not_offensive
എനിക്ക് ഒരു  200 like തരുമോ ഇക്ക fans pls like & subscibe my  channel,unknown_state,Not_offensive
#NiViN PauLy   GEETU  MOHANDAS  🤩#pOLiee kiDDuu 🥰,Positive,Not_offensive
പറവ സുഡാനി ഓക്കേ ഒത്തിരി ഇഷ്ടത്തോടെയാ കണ്ടത് itha അടുത്തതും ഇതും കണ്ടിരിക്കും,Positive,Not_offensive
എജ്ജാതി....MVD itra kidu aait tonniyat ippozhan.. #superbconcept കാണാടാ,Positive,Not_offensive
പുള്ളിയരി  പുള്ളിയരി എന്ന് പറയുന്നത് ഇതാ iytem,unknown_state,Not_offensive
Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram,Negative,Offensive_Untargetede
Ravanan aya avane illathakkan oru avatharam vendi varum...ikkaa,unknown_state,Not_offensive
Superb trailer... Manju chechi polichu adukki,Positive,Not_offensive
trailer kanndal arinjoode e padam  puliyakum ennu,Positive,Not_offensive
ഒരു കലണ്ടര്‍ വ൪ഷത്തില്‍ രണ്ട് നൂറ് കോടി ചിത്രങ്ങള്‍ ഉള്ള മലയാളത്തിലെ ഏക നടനായി മമ്മൂക്ക..,Positive,Not_offensive
Srk fan movie oramavannavar adi like,unknown_state,Not_offensive
Trailer kanditu mammooka veendum karayipikum ennu thonunu,Positive,Not_offensive
Heavy item Trailer edit chytha aaraylm sammathikanam  Veendm veendm kaanmpo thrill kooduka allaathe kurayunila  Chumma polichadukki,Positive,Not_offensive
Mamookka oru rakshayum illa kidilan,Positive,Not_offensive
Song kandapole alla trailer kandapole antho onn olinjiriponde.,unknown_state,Not_offensive
Oru vediyum pukayum mathram ormma und pinne eallam.....,unknown_state,Not_offensive
AGE is A just number  pakka herooooo,Positive,Not_offensive
Oru like enikkum tharuo.....ikka uyir.love u ikka,Positive,Not_offensive
സമയം ഇനിയും ഉണ്ട്. ഒന്ന് മാറ്റി ചിന്തിക്കൂ  ഈ സംഭാഷണശൈലി ഒഴിവാക്കൂ റീ ഡബ്ബ്  ചെയ്യൂ,Mixed_feelings,Not_offensive
Oru Puthen Panam smell adikkunundalo,Mixed_feelings,Not_offensive
Iganeyoru pedi entha mole igane pedichalo njn ninde chetan alle..fahadikkaa...,unknown_state,Not_offensive
Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?,unknown_state,Not_offensive
ദേ ട്രെയിലറിൽ മോഹൻലാൽ ഒന്ന് ചെറുതായി പറക്കുന്നു,unknown_state,Not_offensive
Padam kandathinte shesham trailer kannunna ethra perude onne    like adiche,unknown_state,Not_offensive
Views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi,unknown_state,Not_offensive
കണ്ണടച്ച് ഹെഡ്സെറ്റ് വെച്ചു കേട്ടാൽ മധു പറയുന്ന അതെ ശബ്ദം,unknown_state,Not_offensive
Addai cinema orma vannath enik mathr am anno??,unknown_state,Not_offensive
ലാലേട്ടാ ഈ ഓണം നമ്മൾ അനിയൻമ്മാർ  പൊളിക്കും,Positive,Not_offensive
Surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo,unknown_state,Not_offensive
simha thailvaaaaaaaa ie pravasham double strongalla  triple strong  raja solunathdanda seyuve  seyunate mathram soluve mammmoookkaa polikkum,Positive,Not_offensive
Pauly Chaettayiii u r gonnaa roockkk,Positive,not-malayalam
പാലക്കാടിൽ നിന്നും പുതിയ entertinment ചാനെൽ plz subscribe....like and support,unknown_state,Not_offensive
Urumi   scene repeat  mode    on,not-malayalam,not-malayalam
മഞ്ജു ചേച്ചി....  ഇങ്ങള് മുത്താണ്,Positive,Not_offensive
1:29 ലൈല മെ ലൈല സോങ് ട്യൂൺ,unknown_state,Not_offensive
ആരോ ഒരാളല്ല.. എന്റെ ഏട്ടൻ... my big brother,unknown_state,Not_offensive
ONCE UPON A TIME THERE WAS A കള്ളൻ and a പോലീസ്,unknown_state,Not_offensive
ജീത്തു ജോസഫ് മലയാളത്തിലെ murugadas ആകാൻ നോക്കുവാ,unknown_state,Not_offensive
ഈ തടിയനെ വെച്ചേ ആരെങ്കിലും പടം എടുക്കോ 🤣🤣🤣🤣🤣,Negative,Offensive_Targeted_Insult_Individual
2019 November I'll ith kanan vannavar undo,unknown_state,Not_offensive
Mammunny avide 5million kond erikkuva,unknown_state,Offensive_Targeted_Insult_Individual
എജ്ജാതി ലുക്ക്‌ ന്റെ പൊന്നോ...The One and Only KING #മമ്മൂക്ക 🤘,Positive,Not_offensive
അവസാന നിമിഷം വരെ പടം പൊളിച്ചു അടുക്കി,Positive,Not_offensive
ലാലേട്ടന്റെ അനിയൻ ആയി ജാക്ക് സ്പാർറോ ഉണ്ട് ഹിഹിഹി,unknown_state,Not_offensive
Kolakolli enoke paranjaa ithaanu.. Repeat mode ini on thanne aayirikkum...,Positive,Not_offensive
Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...,Positive,Not_offensive
Chemban vinod makes me to remember kalabhavan mani,not-malayalam,Not_offensive
Jayasurya fan from Tamilnadu vera level,Positive,not-malayalam
അപ്പോൾ കഥയുടെ  റൂട്ട് മാറിയല്ലോ...,unknown_state,Not_offensive
ആരോ ഒരാൾ അല്ല എന്റെ എട്ടൻ,unknown_state,Not_offensive
ഒന്നുപോടചെങ്ങായെ..  അന്നെക്കൊണ്ടൊന്നും ഞമ്മളെ വർത്താനം പറിയാൻ  പറ്റൂല...   അന്റെ  ഒൽകമ്മലെ കുഞ്ഞാലി..,Negative,Offensive_Targeted_Insult_Individual
Ariyikkendavare ariyicho malayalathinnu oru ejjathi itam verunnondannu..,Positive,Not_offensive
Manju chechi undel hero vendaa. Chechi vere level aaanu,Positive,Not_offensive
എനിക്ക് ഒരു 369 like തരുമോ  മമ്മൂക്ക ഫാൻസ്‌ common  പറ്റുന്നവർ എന്റെ ചാനൽ സസ്ക്രബ് ചെയ്യുമോ,unknown_state,Not_offensive
Tamil and Telugu padam pole aayalo... Don't kill malayalam movies reality,Negative,Not_offensive
Paayunna KL T 666 il avan varunnu,Positive,Not_offensive
Who is best.  വിജയ് : Like    ഏട്ടൻ : കമന്റ്‌,unknown_state,Not_offensive
ബോക്സ് ഓഫീസ് തൂഫാനാക്കാൻ അവനെത്തി bigbrother   www.youtube.com/rahulphotoshoot,Positive,Not_offensive
എനിക്ക് അറിയാമേലാഞ്ഞിട്ട് ചോദിക്കുവാ നിങ്ങൾ ഒക്കെ കൂടെ നമ്മടെ ഈ കൊച്ചു ഇന്‍ഡസ്ട്രീയേ സായിപ്പിന്റെ ലെവലിലേക് കൊണ്ടുപോകാനാ ഭാവം,Positive,Not_offensive
മലയാളത്തിൽ  എത്ര നായികമാർ വന്നു പോയാലും ഇതുപോലെ ശക്തമായ സ്ത്രീ കഥാപാത്രങ്ങൾ ചെയ്യണമെങ്കിൽ മഞ്ജു വാരിയർ തന്നെ വേണം.,Positive,Not_offensive
മഞ്ജുവിന് പോലീസ് വേഷം കിട്ടിയാൽ വളരെ നന്നായിരിക്കും,Positive,Not_offensive
